0.49047;-50.0
0.49043;-49.9
0.4904;-49.800003
0.49036;-49.700005
0.49033;-49.600006
0.49023;-49.500008
0.49016;-49.40001
0.49009;-49.30001
0.49002;-49.200012
0.48995;-49.100014
0.48989;-49.000015
0.48978;-48.900017
0.48971;-48.80002
0.48961;-48.70002
0.48951;-48.60002
0.48943;-48.500023
0.48934;-48.400024
0.48927;-48.300026
0.48917;-48.200027
0.48912;-48.10003
0.48901;-48.00003
0.48894;-47.900032
0.48886;-47.800034
0.48875;-47.700035
0.48867;-47.600037
0.48856;-47.50004
0.48846;-47.40004
0.48836;-47.30004
0.48835;-47.200043
0.48827;-47.100044
0.48817;-47.000046
0.48804;-46.900047
0.4879;-46.80005
0.48776;-46.70005
0.48762;-46.60005
0.48744;-46.500053
0.48736;-46.400055
0.48728;-46.300056
0.4871;-46.200058
0.48696;-46.10006
0.48681;-46.00006
0.48666;-45.900063
0.48647;-45.800064
0.4864;-45.700066
0.48625;-45.600067
0.48609;-45.50007
0.48599;-45.40007
0.48589;-45.30007
0.48576;-45.200073
0.48561;-45.100075
0.4855;-45.000076
0.48538;-44.900078
0.48529;-44.80008
0.48511;-44.70008
0.48499;-44.600082
0.48483;-44.500084
0.4847;-44.400085
0.48457;-44.300087
0.48444;-44.20009
0.4843;-44.10009
0.48419;-44.00009
0.48405;-43.900093
0.48394;-43.800095
0.48376;-43.700096
0.4836;-43.600098
0.48349;-43.5001
0.48339;-43.4001
0.48322;-43.300102
0.48314;-43.200104
0.48304;-43.100105
0.48283;-43.000107
0.48267;-42.90011
0.48256;-42.80011
0.48243;-42.70011
0.48229;-42.600113
0.48209;-42.500114
0.48197;-42.400116
0.4818;-42.300117
0.48166;-42.20012
0.48147;-42.10012
0.48132;-42.000122
0.48108;-41.900124
0.4809;-41.800125
0.48075;-41.700127
0.48058;-41.60013
0.48039;-41.50013
0.48018;-41.40013
0.48;-41.300133
0.47987;-41.200134
0.47969;-41.100136
0.47942;-41.000137
0.47925;-40.90014
0.479;-40.80014
0.47883;-40.70014
0.47857;-40.600143
0.47834;-40.500145
0.47798;-40.400146
0.47789;-40.300148
0.47763;-40.20015
0.47739;-40.10015
0.47715;-40.000153
0.47684;-39.900154
0.47657;-39.800156
0.47639;-39.700157
0.47608;-39.60016
0.47588;-39.50016
0.47562;-39.40016
0.47539;-39.300163
0.47512;-39.200165
0.47479;-39.100166
0.4744;-39.000168
0.47419;-38.90017
0.47392;-38.80017
0.47362;-38.700172
0.47328;-38.600174
0.473;-38.500175
0.4727;-38.400177
0.47235;-38.30018
0.47207;-38.20018
0.47185;-38.10018
0.47157;-38.000183
0.47127;-37.900185
0.47099;-37.800186
0.47073;-37.700188
0.47048;-37.60019
0.47022;-37.50019
0.46998;-37.400192
0.46974;-37.300194
0.46933;-37.200195
0.46903;-37.100197
0.46871;-37.0002
0.46842;-36.9002
0.46801;-36.8002
0.46768;-36.700203
0.46729;-36.600204
0.46693;-36.500206
0.4666;-36.400208
0.46614;-36.30021
0.46573;-36.20021
0.46533;-36.100212
0.46494;-36.000214
0.46456;-35.900215
0.46426;-35.800217
0.46399;-35.70022
0.46354;-35.60022
