0.0;0.0
0.0;1.0
0.0;2.0
0.0;3.0
0.0;4.0
0.0;5.0
0.0;6.0
0.0;7.0
0.0;8.0
0.0;9.0
0.0;10.0
0.0;11.0
0.0;12.0
0.0;13.0
0.0;14.0
0.0;15.0
0.0;16.0
0.0;17.0
0.0;18.0
0.0;19.0
0.0;20.0
0.0;21.0
0.0;22.0
0.0;23.0
0.01;24.0
0.02;25.0
0.02;26.0
0.02;27.0
0.02;28.0
0.04;29.0
0.06;30.0
0.07;31.0
0.08;32.0
0.11;33.0
0.11;34.0
0.1;35.0
0.1;36.0
0.11;37.0
0.11;38.0
0.11;39.0
0.11;40.0
0.11;41.0
0.11;42.0
0.11;43.0
0.11;44.0
0.11;45.0
0.11;46.0
0.11;47.0
0.11;48.0
0.11;49.0
0.11;50.0
0.11;51.0
0.11;52.0
0.11;53.0
0.11;54.0
0.11;55.0
0.11;56.0
0.11;57.0
0.11;58.0
0.11;59.0
0.09;60.0
0.08;61.0
0.08;62.0
0.09;63.0
0.09;64.0
0.09;65.0
0.08;66.0
0.08;67.0
0.09;68.0
0.09;69.0
0.09;70.0
0.09;71.0
0.09;72.0
0.09;73.0
0.09;74.0
0.09;75.0
0.09;76.0
0.09;77.0
0.09;78.0
0.09;79.0
0.09;80.0
0.09;81.0
0.08;82.0
0.08;83.0
0.08;84.0
0.08;85.0
0.08;86.0
0.08;87.0
0.08;88.0
0.07;89.0
0.07;90.0
0.07;91.0
0.07;92.0
0.09;93.0
0.09;94.0
0.1;95.0
0.1;96.0
0.1;97.0
0.1;98.0
0.1;99.0
0.1;100.0
0.1;101.0
0.1;102.0
0.1;103.0
0.1;104.0
0.1;105.0
0.1;106.0
0.1;107.0
0.1;108.0
0.1;109.0
0.1;110.0
0.1;111.0
0.1;112.0
0.09;113.0
0.09;114.0
0.09;115.0
0.09;116.0
0.06;117.0
0.06;118.0
0.07;119.0
0.07;120.0
0.07;121.0
0.08;122.0
0.08;123.0
0.08;124.0
0.09;125.0
0.09;126.0
0.09;127.0
0.09;128.0
0.09;129.0
0.09;130.0
0.09;131.0
0.09;132.0
0.09;133.0
0.09;134.0
0.09;135.0
0.09;136.0
0.09;137.0
0.09;138.0
0.09;139.0
0.09;140.0
0.09;141.0
0.09;142.0
0.09;143.0
0.09;144.0
0.09;145.0
0.09;146.0
0.1;147.0
0.08;148.0
0.08;149.0
0.08;150.0
0.08;151.0
0.08;152.0
0.08;153.0
0.08;154.0
0.07;155.0
0.07;156.0
0.07;157.0
0.07;158.0
0.07;159.0
0.07;160.0
0.07;161.0
0.07;162.0
0.07;163.0
0.07;164.0
0.07;165.0
0.07;166.0
0.07;167.0
0.07;168.0
0.07;169.0
0.07;170.0
0.07;171.0
0.07;172.0
0.07;173.0
0.07;174.0
0.07;175.0
0.07;176.0
0.05;177.0
0.05;178.0
0.05;179.0
0.05;180.0
0.04;181.0
0.04;182.0
0.06;183.0
0.06;184.0
0.06;185.0
0.06;186.0
0.07;187.0
0.07;188.0
0.07;189.0
0.07;190.0
0.07;191.0
0.07;192.0
0.07;193.0
0.07;194.0
0.07;195.0
0.07;196.0
0.07;197.0
0.07;198.0
0.07;199.0
0.07;200.0
0.07;201.0
0.07;202.0
0.07;203.0
0.08;204.0
0.07;205.0
0.07;206.0
0.05;207.0
0.05;208.0
0.05;209.0
0.06;210.0
0.06;211.0
0.06;212.0
0.06;213.0
0.06;214.0
0.07;215.0
0.07;216.0
0.07;217.0
0.07;218.0
0.07;219.0
0.07;220.0
0.07;221.0
0.07;222.0
0.07;223.0
0.07;224.0
0.07;225.0
0.07;226.0
0.07;227.0
0.07;228.0
0.07;229.0
0.07;230.0
0.07;231.0
0.07;232.0
0.07;233.0
0.07;234.0
0.07;235.0
0.07;236.0
0.06;237.0
0.06;238.0
0.07;239.0
0.08;240.0
0.07;241.0
0.07;242.0
0.08;243.0
0.08;244.0
0.08;245.0
0.08;246.0
0.07;247.0
0.07;248.0
0.07;249.0
0.07;250.0
0.07;251.0
0.07;252.0
0.07;253.0
0.07;254.0
0.07;255.0
0.07;256.0
0.07;257.0
0.07;258.0
0.07;259.0
0.07;260.0
0.07;261.0
0.07;262.0
0.07;263.0
0.07;264.0
0.07;265.0
0.07;266.0
0.08;267.0
0.08;268.0
0.08;269.0
0.06;270.0
0.05;271.0
0.05;272.0
0.07;273.0
0.07;274.0
0.08;275.0
0.08;276.0
0.08;277.0
0.08;278.0
0.08;279.0
0.08;280.0
0.08;281.0
0.08;282.0
0.08;283.0
0.08;284.0
0.08;285.0
0.08;286.0
0.08;287.0
0.08;288.0
0.08;289.0
0.08;290.0
0.08;291.0
0.08;292.0
0.08;293.0
0.08;294.0
0.07;295.0
0.07;296.0
0.06;297.0
0.06;298.0
0.06;299.0
0.06;300.0
0.06;301.0
0.08;302.0
0.08;303.0
0.08;304.0
0.08;305.0
0.08;306.0
0.08;307.0
0.08;308.0
0.08;309.0
0.08;310.0
0.08;311.0
0.08;312.0
0.08;313.0
0.08;314.0
0.08;315.0
0.08;316.0
0.08;317.0
0.08;318.0
0.08;319.0
0.08;320.0
0.08;321.0
0.08;322.0
0.07;323.0
0.07;324.0
0.07;325.0
0.07;326.0
0.06;327.0
0.04;328.0
0.04;329.0
0.06;330.0
0.06;331.0
0.06;332.0
0.07;333.0
0.07;334.0
0.07;335.0
0.07;336.0
0.07;337.0
0.07;338.0
0.07;339.0
0.07;340.0
0.07;341.0
0.07;342.0
0.07;343.0
0.07;344.0
0.07;345.0
0.07;346.0
0.07;347.0
0.07;348.0
0.07;349.0
0.07;350.0
0.07;351.0
0.07;352.0
0.07;353.0
0.08;354.0
0.08;355.0
0.08;356.0
0.08;357.0
0.08;358.0
0.08;359.0
0.07;360.0
0.07;361.0
0.07;362.0
0.07;363.0
0.07;364.0
0.08;365.0
0.08;366.0
0.08;367.0
0.08;368.0
0.08;369.0
0.08;370.0
0.08;371.0
0.08;372.0
0.08;373.0
0.08;374.0
0.08;375.0
0.08;376.0
0.08;377.0
0.08;378.0
0.08;379.0
0.08;380.0
0.08;381.0
0.08;382.0
0.08;383.0
0.08;384.0
0.07;385.0
0.07;386.0
0.05;387.0
0.05;388.0
0.05;389.0
0.05;390.0
0.05;391.0
0.06;392.0
0.06;393.0
0.06;394.0
0.06;395.0
0.05;396.0
0.06;397.0
0.06;398.0
0.06;399.0
0.06;400.0
0.06;401.0
0.06;402.0
0.06;403.0
0.06;404.0
0.06;405.0
0.06;406.0
0.06;407.0
0.06;408.0
0.06;409.0
0.06;410.0
0.06;411.0
0.06;412.0
0.06;413.0
0.06;414.0
0.05;415.0
0.05;416.0
0.05;417.0
0.04;418.0
0.04;419.0
0.03;420.0
0.03;421.0
0.03;422.0
0.05;423.0
0.05;424.0
0.05;425.0
0.05;426.0
0.05;427.0
0.05;428.0
0.05;429.0
0.05;430.0
0.05;431.0
0.05;432.0
0.05;433.0
0.05;434.0
0.05;435.0
0.05;436.0
0.05;437.0
0.05;438.0
0.05;439.0
0.05;440.0
0.05;441.0
0.05;442.0
0.05;443.0
0.05;444.0
0.05;445.0
0.05;446.0
0.03;447.0
0.03;448.0
0.03;449.0
0.03;450.0
0.03;451.0
0.03;452.0
0.02;453.0
0.02;454.0
0.02;455.0
0.02;456.0
0.02;457.0
0.02;458.0
0.02;459.0
0.02;460.0
0.02;461.0
0.02;462.0
0.02;463.0
0.02;464.0
0.02;465.0
0.02;466.0
0.02;467.0
0.02;468.0
0.02;469.0
0.02;470.0
0.02;471.0
0.02;472.0
0.02;473.0
0.02;474.0
0.02;475.0
0.02;476.0
0.02;477.0
0.02;478.0
0.03;479.0
0.04;480.0
0.04;481.0
0.04;482.0
0.05;483.0
0.05;484.0
0.06;485.0
0.06;486.0
0.06;487.0
0.06;488.0
0.06;489.0
0.06;490.0
0.06;491.0
0.06;492.0
0.06;493.0
0.06;494.0
0.06;495.0
0.06;496.0
0.06;497.0
0.06;498.0
0.06;499.0
0.06;500.0
0.06;501.0
0.06;502.0
0.06;503.0
0.06;504.0
0.06;505.0
0.06;506.0
0.05;507.0
0.05;508.0
0.06;509.0
0.06;510.0
0.06;511.0
0.06;512.0
0.06;513.0
0.06;514.0
0.06;515.0
0.06;516.0
0.06;517.0
0.07;518.0
0.07;519.0
0.07;520.0
0.07;521.0
0.07;522.0
0.07;523.0
0.07;524.0
0.07;525.0
0.07;526.0
0.07;527.0
0.07;528.0
0.07;529.0
0.07;530.0
0.07;531.0
0.07;532.0
0.07;533.0
0.07;534.0
0.07;535.0
0.07;536.0
0.07;537.0
0.07;538.0
0.06;539.0
0.05;540.0
0.05;541.0
0.05;542.0
0.05;543.0
0.05;544.0
0.05;545.0
0.05;546.0
0.05;547.0
0.05;548.0
0.05;549.0
0.05;550.0
0.05;551.0
0.05;552.0
0.05;553.0
0.05;554.0
0.05;555.0
0.05;556.0
0.05;557.0
0.05;558.0
0.05;559.0
0.05;560.0
0.05;561.0
0.05;562.0
0.05;563.0
0.05;564.0
0.06;565.0
0.06;566.0
0.06;567.0
0.06;568.0
0.06;569.0
0.06;570.0
0.06;571.0
0.07;572.0
0.09;573.0
0.09;574.0
0.08;575.0
0.08;576.0
0.08;577.0
0.08;578.0
0.08;579.0
0.08;580.0
0.08;581.0
0.08;582.0
0.08;583.0
0.08;584.0
0.08;585.0
0.08;586.0
0.08;587.0
0.08;588.0
0.08;589.0
0.08;590.0
0.08;591.0
0.08;592.0
0.07;593.0
0.07;594.0
0.07;595.0
0.07;596.0
0.06;597.0
0.05;598.0
0.05;599.0
